Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12723,Kamen Rider Kabuto,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12724,Men in Black The Series: Crashdown,PS,2001.0,Shooter,Infogrames,0.03,0.02,0.0,0.0,0.06
12725,Zero Divide,PS,1995.0,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06
12726,FIFA Street,GC,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06
12727,Tsugunai: Atonement,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.02,0.0,0.06
12728,Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06
12729,Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.04,0.01,0.0,0.0,0.06
0,Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06
12732,Dungeon Keeper 2,PC,1999.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06
12733,Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,0.04,0.01,0.0,0.0,0.06
12734,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06
12735,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12736,Dungeon Explorer: Warriors of Ancient Arts,DS,2007.0,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06
12737,Pro Yaky? Spirits 2012,PSV,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12738,Samurai Warriors 4: Empires,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12739,Point Blank DS (US sales),DS,2006.0,Shooter,Atari,0.05,0.0,0.0,0.0,0.06
12740,FIFA Soccer 06,DS,2005.0,Sports,Electronic Arts,0.05,0.0,0.0,0.0,0.06
12741,SD Gundam G Generation Wars,Wii,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12742,Broken Sword II: The Smoking Mirror,PS,1997.0,Adventure,Sony Computer Entertainment,0.039999999999999994,0.02,0.0,0.0,0.06
12744,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.06,0.0,0.06
12745,Wreckless: ThE YaKuza MisSiOns,GC,2002.0,Racing,Activision,0.049999999999999996,0.01,0.0,0.0,0.06
12746,Doki-Doki Universe,PSV,2013.0,Adventure,Sony Computer Entertainment,0.01,0.04,0.0,0.01,0.06
12747,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
0,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004.0,Racing,Codemasters,0.03,0.02,0.0,0.01,0.06
12749,Girls RPG: Cinderellife,3DS,2012.0,Role-Playing,Level 5,0.0,0.0,0.06,0.0,0.06
0,Dr. Muto,XB,2002.0,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06
12752,Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06
12753,Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,0.03,-3.469446951953614e-18,0.02,0.01,0.06
12754,Scrabble Blast!,GBA,2005.0,Misc,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.06
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0.02,0.03,0.0,0.01,0.06
12758,Gintama no Sugoroku,PSP,2013.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12759,Kid Fit Island Resort,Wii,2010.0,Sports,Avanquest,0.05,0.009999999999999995,0.0,0.0,0.06
12760,The Lord of the Rings: Aragorn's Quest,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
12762,Doraemon 4: Nobita to Toki no Okoku,SNES,1995.0,Platform,Epoch,0.0,0.0,0.06,0.0,0.06
12764,F1 2010,PC,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.06
12765,Toaru Kagaku no Chou Denjihou,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
12767,The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.06
12769,Angelique Trois,PS2,2000.0,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12771,Diva Girls: Divas on Ice,DS,2009.0,Sports,505 Games,0.05,0.0,0.0,0.0,0.06
12772,Dance Dance Revolution: Mario Mix (JP sales),GC,2005.0,Simulation,Nintendo,0.0,0.0,0.05,0.0,0.06
12773,A-Train 6,PS2,2000.0,Strategy,Midas Interactive Entertainment,0.0,0.0,0.06,0.0,0.06
12774,Meitantei Conan: Tantei Ryoku Trainer,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12775,MotoGP,GBA,2002.0,Racing,THQ,0.04,0.01,0.0,0.0,0.06
12776,ESPN International Winter Sports 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
12778,KimiKiss (ebKore+),PS2,2008.0,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06
12779,Gold and Glory: The Road to El Dorado,PS,2000.0,Adventure,Ubisoft,0.039999999999999994,0.02,0.0,0.0,0.06
12780,NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06
12781,Choro Q Marine: Q Boat,PS,1998.0,Racing,Takara,0.0,0.0,0.05,0.0,0.06
12782,GunPey,PSP,2006.0,Puzzle,Atari,0.05,0.0,0.0,0.01,0.06
12783,BattleBots: Beyond the BattleBox,GBA,2002.0,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06
12784,MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06
12786,Mighty Beanz: Pocket Puzzles,GBA,2004.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06
12787,Ken to Mahou to Gakuen Mono. 3D,3DS,2011.0,Role-Playing,Acquire,0.0,0.0,0.06,0.0,0.06
12788,History Great Empires: Rome,DS,2009.0,Strategy,Black Bean Games,0.05,0.0,0.0,0.0,0.06
12789,The King of Fighters '96,NG,1996.0,Fighting,SNK,0.0,0.0,0.06,0.0,0.06
12790,Friends: The One with All the Trivia,PS2,2005.0,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06
12791,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core,0.0,0.0,0.06,0.0,0.06
12792,Backyard NFL Football '08,PS2,2007.0,Sports,Atari,0.03,0.02,0.0,0.01,0.06
12794,Gunbird,SAT,1995.0,Shooter,Atlus,0.0,0.0,0.06,0.0,0.06
12795,Imagine: Party Planner,DS,2009.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06
12796,Dream C Club Portable,PSP,2010.0,Simulation,D3Publisher,0.0,0.0,0.06,0.0,0.06
12797,Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06
12798,Elemental Gearbolt,PS,1997.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06
12799,Space Chimps,DS,2008.0,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06
12800,Tony Hawk's Pro Skater 5,PS3,2015.0,Sports,Activision,0.04,0.0,0.0,0.01,0.06
12801,WWF Wrestlemania: The Arcade Game,PS,1995.0,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
0,Handball 16,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06
12803,Cabela's Big Game Hunter 2005 Adventures,GBA,2004.0,Sports,Activision,0.04,0.01,0.0,0.0,0.06
12804,Grand Kingdom,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.03,0.0,0.06
0,Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom,0.0,0.0,0.06,0.0,0.06
0,V-Rally 3,PS2,2002.0,Racing,Atari,0.03,0.02,0.0,0.009999999999999998,0.06
12808,Whiplash,XB,2003.0,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06
12810,Pro Yakyuu Famista 2011,3DS,2011.0,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12811,Impact Racing,PS,1996.0,Racing,JVC,0.03,0.02,0.0,0.0,0.05
12812,My Horse & Me: Riding for Gold,Wii,2008.0,Sports,Atari,0.04,0.02,0.0,-3.469446951953614e-18,0.06
12814,Amazing Island,GC,2004.0,Strategy,Sega,0.04,0.019999999999999997,0.0,0.0,0.06
0,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12817,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004.0,Action,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06
12818,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06
12820,Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.009999999999999995,0.06
12821,Hail to the Chimp,X360,2008.0,Misc,Gamecock,0.05,0.0,0.0,0.009999999999999995,0.06
12822,MotoGP 4 - Official Game of MotoGP,PS2,2005.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
12823,Legend of Kay,WiiU,2015.0,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05
12824,Kyoukai Senjou no Horizon Portable,PSP,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
12826,Shining Force III: Scenario 2,SAT,1998.0,Strategy,Sega,0.0,0.0,0.05,0.0,0.05
12828,Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05
12829,Worms World Party,GBA,2002.0,Strategy,Ubisoft,0.04,0.01,0.0,0.0,0.05
12830,Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05
12831,Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05
12832,NHL Legacy,X360,2015.0,Action,Electronic Arts,0.05,0.0,-0.010000000000000002,0.01,0.05
12833,Final Fight: Streetwise,PS2,2006.0,Action,Capcom,0.03,0.02,0.0,0.01,0.05
12834,Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
12835,Drivers Ed Portable,DS,2008.0,Misc,JoWood Productions,0.05,0.0,0.0,0.0,0.05
12836,Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,0.04,0.01,0.0,0.0,0.05
12838,IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
12839,Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
12840,Unsolved Crimes,DS,2008.0,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05
12842,Virtua Tennis 3,PSP,2007.0,Sports,Sega,0.02,0.03,0.0,0.01,0.05
12844,Xiaolin Showdown,DS,2006.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05
12845,NHL Powerplay 98,PS,1997.0,Sports,Virgin Interactive,0.03,0.02,0.0,0.0,0.05
12846,Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.03,0.02,0.0,0.0,0.05
12850,Countdown: The Game,Wii,2009.0,Puzzle,Mindscape,0.0,0.05,0.0,0.0,0.05
12851,Phantasy Star Online Episode I & II Plus,GC,2003.0,Role-Playing,Sega,0.04,0.01,0.0,0.0,0.05
12852,Samurai Warriors 4: Empires,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12853,DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.03,0.0,0.01,0.05
12854,Front Mission 2089: Border of Madness,DS,2008.0,Strategy,Square Enix,0.0,0.0,0.05,0.0,0.05
12855,Miracle Girls Festival,PSV,2015.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12856,Dual Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
12857,7 Wonders: Treasures of Seven,DS,2011.0,Puzzle,Avanquest,0.02,0.03,0.0,0.01,0.05
12858,NFL Quarterback Club 2002,GC,2001.0,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05
12860,Mister Slime,DS,2008.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
12862,"Murder, She Wrote",PC,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
12865,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.03,0.02,0.0,0.01,0.05
12866,Learn Science,DS,2010.0,Misc,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
12867,Sega Soccer Slam,XB,2002.0,Sports,Sega,0.04,0.01,0.0,0.0,0.05
12868,Hakuouki: Reimeiroku,PS2,2010.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
12869,Vertigo,Wii,2009.0,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05
12870,Blood Omen 2,GC,2002.0,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05
12871,NBA 2K17,X360,2016.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.01,0.05
12872,Shin Sangoku Musou 5 Empires,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12873,Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05
12874,Carve,XB,2004.0,Racing,Global Star,0.04,0.01,0.0,0.0,0.05
12875,BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
12876,McDROID,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12877,GachiTora! Abarenbou Kyoushi in High School,PSP,2011.0,Action,Spike,0.0,0.0,0.05,0.0,0.05
12879,Bottom of the 9th '99,PS,1998.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.05
12882,Famicom Mini: Dig Dug,GBA,2004.0,Puzzle,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12883,FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12885,Adventure Time: Finn & Jake Investigations,WiiU,2015.0,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05
12886,Defendin' De Penguin,Wii,2008.0,Strategy,Zushi Games,0.05,0.0,0.0,0.0,0.05
12887,Bleach: Blade Battlers,PS2,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
12888,Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
12889,Goosebumps: The Game,3DS,2015.0,Adventure,WayForward Technologies,0.04,0.0,0.0,0.01,0.05
12890,MLB SlugFest 2006,XB,2006.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
12891,Rockin' Pretty,DS,2009.0,Misc,Arc System Works,0.05,0.0,0.0,0.0,0.05
12892,Jake Power: Policeman,DS,2008.0,Adventure,Ubisoft,0.05,0.0,0.0,0.0,0.05
12894,Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12895,UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12897,Major Minor's Majestic March,Wii,2009.0,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05
12898,Shaman King: Soul Fight,GC,2003.0,Platform,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12900,Samantha Swift and the Hidden Roses of Athena,DS,2010.0,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05
12901,Dark Souls III,PC,2016.0,Role-Playing,Namco Bandai Games,0.0,0.05,0.0,0.0,0.05
12902,Medabots: Infinity,GC,2003.0,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05
12903,Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
12904,Zapper: One Wicked Cricket!,XB,2002.0,Platform,Infogrames,0.04,0.01,0.0,0.0,0.05
12905,Jirou Akagawa: Majotachi no Nemuri,SNES,1995.0,Adventure,Pack-In-Video,0.0,0.0,0.05,0.0,0.05
12906,Arcana Heart 3,X360,2011.0,Fighting,PQube,0.0,0.03,0.02,0.0,0.05
12907,Bust-A-Bloc,PS2,2002.0,Puzzle,Midas Interactive Entertainment,0.0,0.0,0.05,0.0,0.05
12908,Sitting Ducks,PS2,2003.0,Platform,LSP Games,0.03,0.02,0.0,0.01,0.05
12909,Puyo Puyo 7,Wii,2009.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
12910,Animal Planet: Vet Collection,DS,2010.0,Simulation,Activision,0.05,0.0,0.0,0.0,0.05
12911,Imagine Animal Doctor Care Center,DS,2010.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05
12912,Rugby 15,X360,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.0,0.05
12913,NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
12914,Major League Baseball 2K11,PSP,2011.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05
12915,Uta no Prince-Sama: Music 3,PSV,2016.0,Action,Broccoli,0.0,0.0,0.05,0.0,0.05
12916,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12918,New Prince of Tennis: Go to the Top,3DS,2015.0,Action,FuRyu,0.0,0.0,0.05,0.0,0.05
12919,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12920,Nobunaga's Ambition: Sphere of Influence,PSV,2014.0,Strategy,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12921,Hi-Octane: The Track Fights Back!,PS,1995.0,Racing,Electronic Arts,0.03,0.02,0.0,0.0,0.05
12922,Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
12923,Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05
12925,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,0.04,0.01,0.0,0.0,0.05
12926,TrackMania Turbo: Build to Race,DS,2010.0,Racing,Ubisoft,0.03,0.02,0.0,0.01,0.05
12927,ZombiU,PS4,2016.0,Action,Ubisoft,0.0,0.04,0.01,0.01,0.05
12928,Domino Rally,Wii,2007.0,Action,Nordcurrent,0.05,0.0,0.0,0.0,0.05
12929,Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993.0,Role-Playing,Epoch,0.0,0.0,0.05,0.0,0.05
12932,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016.0,Action,Activision,0.01,0.03,0.0,0.01,0.05
12933,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007.0,Action,Takara Tomy,0.0,0.0,0.05,0.0,0.05
12935,Chaos;Child,PSV,2015.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05
12936,Fatal Fury: Wild Ambition,PS,1999.0,Fighting,SNK Playmore,0.03,0.02,0.0,0.0,0.05
12938,Dengeki Gakuen RPG: Cross of Venus,DS,2009.0,Role-Playing,ASCII Media Works,0.0,0.0,0.05,0.0,0.05
12939,Judge Dredd,PS,1997.0,Platform,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
12940,FIFA 17,PC,2016.0,Sports,Electronic Arts,0.0,0.05,0.0,0.0,0.05
12941,Minna no Ennichi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
12942,Winning Post 8,PS3,2014.0,Racing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12943,King Arthur,XB,2004.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
12945,Bass Rise,PS,1999.0,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
12946,UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
12947,Dynamite Headdy,GEN,1993.0,Platform,Sega,0.0,0.0,0.05,0.0,0.05
12948,Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05
12949,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
0,Dragon's Lair 3D: Return to the Lair,XB,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05
12953,Growlanser: Heritage of War (jp sales),PS2,2006.0,Role-Playing,Rising Star Games,0.0,0.0,0.05,0.0,0.05
12954,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
0,Myst IV: Revelation,XB,2005.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05
12956,Culdcept Revolt,3DS,2016.0,Strategy,Nintendo,0.0,0.0,0.05,0.0,0.05
12957,Sushi Go-Round,Wii,2010.0,Simulation,Asylum Entertainment,0.05,0.0,0.0,0.0,0.05
12958,Pachinko Wars II,SNES,1993.0,Misc,Coconuts Japan,0.0,0.0,0.05,0.0,0.05
12960,Toy Soldiers: War Chest,XOne,2015.0,Action,Ubisoft,0.05,0.0,0.0,0.01,0.05
12962,Omega Labyrinth,PSV,2015.0,Role-Playing,D3Publisher,0.0,0.0,0.05,0.0,0.05
12963,Air Conflicts: Aces of World War II,PSP,2009.0,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05
12964,Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
12966,Virtua Striker 2002,GC,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,0.04
0,Kamen Rider: Dragon Knight,DS,2009.0,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05
12968,Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,0.04
12969,Taito Legends Power Up,PSP,2007.0,Action,Destineer,0.05,0.0,0.0,0.0,0.05
12970,Fate/Unlimited Codes Portable,PSP,2009.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
12971,Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05
12972,Tenchu: Dark Secret,DS,2006.0,Action,From Software,0.03,0.0,0.01,0.0,0.05
12973,Game no Kanzume Vol 2,SCD,1994.0,Misc,Sega,0.0,0.0,0.05,0.0,0.05
12974,Disney's PK: Out of the Shadows,GC,2002.0,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05
12975,Zoo Quest: Puzzle Fun!,DS,2008.0,Puzzle,JoWood Productions,0.05,0.0,0.0,0.0,0.05
12978,PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05
12979,Mr Bean's Wacky World of Wii,Wii,2009.0,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05
12980,Powerdrome,PS2,2004.0,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05
12981,Dreamer Series: Puppy Trainer,DS,2008.0,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
12982,Pro Yakyuu Spirits 5 Kanzenban,PS2,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12983,Tsumiki: Block Drop Mania,DS,2007.0,Action,Nobilis,0.05,0.0,0.0,0.0,0.05
12984,Shin Sangoku Musou 5 Special,PSP,2009.0,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12985,Pony Friends: Mini Breeds Edition,DS,2008.0,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
12986,Otogi 2: Immortal Warriors,XB,2003.0,Action,Sega,0.04,0.01,0.0,0.0,0.05
12987,Legend of Kay,PS2,2005.0,Action,JoWood Productions,0.03,0.02,0.0,3.469446951953614e-18,0.05
12988,Piglet's Big Game,GC,2003.0,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05
12989,Dead or Alive Xtreme 3: Fortune,PS4,2016.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
12990,Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.05
0,Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05
12992,Strawberry Shortcake: Strawberryland Games,DS,2006.0,Action,Game Factory,0.05,0.0,0.0,0.0,0.05
12993,Koi to Senkyo to Chocolate Portable,PSP,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.05,0.0,0.05
12994,IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.010000000000000002,0.0,0.0,0.05
12995,Hysteria Hospital: Emergency Ward,Wii,2009.0,Action,Oxygen Interactive,0.05,0.0,0.0,0.0,0.05
12996,Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,0.0,0.0,0.0,0.05
12997,Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05
12999,Piglet's Big Game,GBA,2003.0,Platform,THQ,0.04,0.01,0.0,0.0,0.05
13001,Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.05,0.0,0.01,0.05
13003,Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Misc,Crave Entertainment,0.04,0.010000000000000002,0.0,0.0,0.05
13004,Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
13005,MorphX,X360,2010.0,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05
13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006.0,Puzzle,"Destination Software, Inc",0.05,0.0,0.0,0.0,0.05
13009,Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
13010,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998.0,Action,Swing! Entertainment,0.03,0.02,0.0,0.0,0.05
13012,Shifters,PS2,2002.0,Adventure,3DO,0.03,0.02,0.0,0.01,0.05
13016,The BIGS 2,DS,2009.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05
13017,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,2008.0,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
13020,Lagoon,SNES,1991.0,Role-Playing,Kemco,0.0,0.0,0.05,0.0,0.05
13021,Nanostray 2,DS,2008.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05
13022,Project Setsuna,PSV,2016.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
